"","ID","ref","r.hr","pvalue.hr","r.hn","pvalue.hn","r.unif","pvalue.unif","max_r","ndet","right","best.key","full.r","T","reference","site","Scientific_name","ct_brand","ct_type","Country","ct_height","body_mass","start_year","max_r_site","left","data.family","data.genus","data.order","data.species","LOOCV_predicted_r"
"1","Aardvark Bessone20","Bessone20",4.34007009335113,0.0132953941108618,4.56925298241728,0.000561704703385235,4.18426400013286,0.0118619399782406,9,320,9,"hr",4.34007009335113,"2","Bessone et al. (2020)","Bessone20","Orycteropus afer","Bushnell","119776","DRC",0.8,52.3,2016,12,NA,"Orycteropodidae","Orycteropus","Carnivora","afer",NA
"2","African golden cat Bessone20","Bessone20",6.10631672296754,0.0951944214648508,4.87198368546407,0.0389552425852664,4.85709161295166,0.0773992837499589,6.5,78,12,"hr",6.10631672296754,"2","Bessone et al. (2020)","Bessone20","Caracal aurata","Bushnell","119776","DRC",0.8,10.6,2016,12,NA,"Felidae","Caracal","Carnivora","aurata",NA
"3","Allen's swamp monkey Bessone20","Bessone20",5.64601829809388,2.42808465789057e-06,3.35334826914921,3.9740609276695e-06,4.7678629251596,3.5001981254501e-06,11,969,12,"hn",3.35334826914921,"2","Bessone et al. (2020)","Bessone20","Allenopithecus nigroviridis","Bushnell","119776","DRC",0.8,4.7,2016,12,NA,"Cercopithecidae","Allenopithecus","Primates","nigroviridis",NA
"4","Bonobo Bessone20","Bessone20",5.8331308667312,0.0190615025391134,4.12237598594046,0.0230689191639289,4.29889642678249,0.0218107266146051,11,5255,12,"hn",4.12237598594046,"2","Bessone et al. (2020)","Bessone20","Pan paniscus","Bushnell","119776","DRC",0.8,34,2016,12,NA,"Hominidae","Pan","Primates","paniscus",NA
"5","Brush-tailed porcupine Bessone20","Bessone20",5.13840608804862,0.000280966927351578,4.63283135091223,0.000161481165098176,4.56507930221011,0.00133766980913819,9,1765,12,"unif",4.56507930221011,"2","Bessone et al. (2020)","Bessone20","Atherurus africanus","Bushnell","119776","DRC",0.8,1.9,2016,12,NA,"Hystricidae","Atherurus","Rodentia","africanus",NA
"6","Congo peafowl Bessone20","Bessone20",5.35348358065728,0.000552017230752933,4.60344618894522,0.000654961857695757,5.0341807300307,0.0030465228651575,11,3106,12,"unif",5.0341807300307,"2","Bessone et al. (2020)","Bessone20","Afropavo congensis","Bushnell","119776","DRC",0.8,1.4,2016,12,NA,"Phasianidae","Afropavo","Aves","congensis",NA
"7","Four-toed sengi Bessone20","Bessone20",3.20795205482481,9.35801448352924e-05,1.96776433523321,2.48602941480547e-05,4.56507806197739,0.0367947470660345,4.5,216,12,"unif",4.56507806197739,"2","Bessone et al. (2020)","Bessone20","Petrodromus tetradactylus","Bushnell","119776","DRC",0.8,0.2,2016,12,NA,"Macroscelididae","Petrodromus","Rodentia","tetradactylus",NA
"8","Giant ground pangolin Bessone20","Bessone20",6.40712262302775,0.125612651527098,5.32241164261876,0.0826084618079025,4.71778051872999,0.0480446490833644,9,119,12,"hr",6.40712262302775,"2","Bessone et al. (2020)","Bessone20","Smutsia gigantea","Bushnell","119776","DRC",0.8,33,2016,12,NA,"Manidae","Smutsia","Carnivora","gigantea",NA
"9","Honey badger Bessone20","Bessone20",7.8322594221354,0.0124989138687326,5.66650871959151,0.00606430294326188,6.5436627268755,0.00858156924560405,9,169,12,"hr",7.8322594221354,"2","Bessone et al. (2020)","Bessone20","Mellivora capensis","Bushnell","119776","DRC",0.8,8,2016,12,NA,"Mustelidae","Mellivora","Carnivora","capensis",NA
"10","Sitatunga Bessone20","Bessone20",5.60207020919201,0.00994545230144039,4.06246314266826,0.00801665742460989,3.84397536877661,0.00859667740103953,11,408,12,"hr",5.60207020919201,"2","Bessone et al. (2020)","Bessone20","Tragelaphus spekii","Bushnell","119776","DRC",0.8,78,2016,12,NA,"Bovidae","Tragelaphus","Ungulata","spekii",NA
"11","Water chevrotain Bessone20","Bessone20",4.48270113617665,2.19473064920761e-05,3.92880978879124,1.59893532275523e-05,4.85709089307385,0.0145824346380634,9,1462,12,"unif",4.85709089307385,"2","Bessone et al. (2020)","Bessone20","Hyemoschus aquaticus","Bushnell","119776","DRC",0.8,10.8,2016,12,NA,"Tragulidae","Hyemoschus","Ungulata","aquaticus",NA
"12","Irish hare Caravaggi16","Caravaggi16",4.36354866333151,0.469568755430899,3.97589365537834,0.130655559498818,4.16521923489065,0.0631444873568013,8.79317917479224,435,9,"hr",4.36354866333151,"60","Caravaggi et al. (2016)","Caravaggi16","Lepus timidus","Bushnell","119477","Ireland",0.3,3.10542,2013,9,NA,"Leporidae","Lepus","Rodentia","timidus",NA
"13","White-tailed deer Delisle23","Delisle23",5.98840933668716,0.0257223351220806,6.74713594578942,0.0510682307822795,9.24519812208363,1.47374639314357e-06,15,1118,20,"hn",6.74713594578942,"1.9","Delisle et al. (2023)","Delisle23","Odocoileus virginianus","Browning","Strike Force/5HDE","USA",1,75.90125,2019,20,NA,"Cervidae","Odocoileus","Ungulata","virginianus",NA
"14","Bighorn sheep Harris20","Harris20",NA,NA,4.02326417694123,0.00696770759785736,8.30754456407188,0.140123378801792,20,1271,20,"unif",8.30754456407188,"15","Harris et al. (2020)","Harris20","Ovis canadensis","Bushnell","Trophy Cam","USA",1.05,74.64487,2017,20,NA,"Bovidae","Ovis","Ungulata","canadensis",NA
"15","Roe_deer-summer Henrich22","Henrich22",7.67795491246972,0.29242524927609,7.135954752121,0.534159584113172,6.46073242547522,0.419470477711202,14.66,325,15,"hn",7.135954752121,"contact","Henrich et al. (2022)","Henrich22","Capreolus capreolus","Cuddeback","C2","Germany",0.65,22.50201,2018,15,NA,"Cervidae","Capreolus","Ungulata","capreolus",NA
"16","Roe_deer-autumn Henrich22","Henrich22",7.96305057051972,0.755994625601458,6.28972404025834,0.426736175506546,6.32588843568602,0.422852430677277,14.05,103,15,"hr",7.96305057051972,"contact","Henrich et al. (2022)","Henrich22","Capreolus capreolus","Cuddeback","C2","Germany",0.65,22.50201,2018,15,NA,"Cervidae","Capreolus","Ungulata","capreolus",NA
"17","Roe_deer-spring Henrich22","Henrich22",8.34955944906514,0.98999797397847,6.82391077212382,0.327063144245231,6.83886082618793,0.323379653761935,15,166,15,"hr",8.34955944906514,"contact","Henrich et al. (2022)","Henrich22","Capreolus capreolus","Cuddeback","C3","Germany",0.65,23.50201,2018,15,NA,"Cervidae","Capreolus","Ungulata","capreolus",NA
"18","Red_deer-summer Henrich22","Henrich22",8.9021392196006,0.479568996048157,7.79756393920044,0.37540754726935,7.82857846270239,0.419706711441487,15,963,15,"hr",8.9021392196006,"contact","Henrich et al. (2022)","Henrich22","Cervus elaphus","Cuddeback","C2","Germany",0.65,240.86713,2018,15,NA,"Cervidae","Cervus","Ungulata","elaphus",NA
"19","Red_deer-autumn Henrich22","Henrich22",6.36807870373841,0.122468976142428,7.68350098973922,9.14753469393181e-05,7.43099245850411,0.000912263909098598,15,803,15,"hr",6.36807870373841,"contact","Henrich et al. (2022)","Henrich22","Cervus elaphus","Cuddeback","C2","Germany",0.65,240.86713,2018,15,NA,"Cervidae","Cervus","Ungulata","elaphus",NA
"20","Red_deer-spring Henrich22","Henrich22",10.6687288619436,0.820698487003697,9.77705072597043,0.62383483560954,9.57095057743907,0.590517650533929,15,495,15,"hr",10.6687288619436,"contact","Henrich et al. (2022)","Henrich22","Cervus elaphus","Cuddeback","C2","Germany",0.65,240.86713,2018,15,NA,"Cervidae","Cervus","Ungulata","elaphus",NA
"21","Red_deer-winter Henrich22","Henrich22",5.84694716122125,0.80934107247621,6.98663085429736,0.386487343142943,7.07023216753857,0.36042968794703,14.09,113,15,"hr",5.84694716122125,"contact","Henrich et al. (2022)","Henrich22","Cervus elaphus","Cuddeback","C2","Germany",0.65,240.86713,2018,15,NA,"Cervidae","Cervus","Ungulata","elaphus",NA
"22","Badger S-C Henrich23","Henrich23",6.54395547333349,0.00289060903696614,5.97430774820318,0.00107833006061742,5.45161895275701,0.000190958574321165,11,495,12,"hr",6.54395547333349,"2","Henrich et al. (2023)","Schorfheide-Chorin","Meles meles","Bushnell","119876","Germany",0.65,11.88403,2018,15,NA,"Mustelidae","Meles","Carnivora","meles",NA
"23","Beaver S-C Henrich23","Henrich23",7.00110544815084,0.00806860719258995,6.10730583129358,0.0342529000546714,6.49920288960244,0.0196558972746826,9,1343,10,"hn",6.10730583129358,"2","Henrich et al. (2023)","Schorfheide-Chorin","Castor fiber","Bushnell","119876","Germany",0.65,19,2018,15,NA,"Castoridae","Castor","Rodentia","fiber",NA
"24","Domestic cat S-C Henrich23","Henrich23",3.93291680667572,1.64607832253694e-06,3.26041226192718,1.59503659391547e-06,2.99769985823513,1.43375104566523e-06,6.5,445,7,"hr",3.93291680667572,"2","Henrich et al. (2023)","Schorfheide-Chorin","Felis catus","Bushnell","119876","Germany",0.65,2.8848,2018,15,NA,"Felidae","Felis","Carnivora","catus",NA
"25","Hare S-C Henrich23","Henrich23",4.87021441534083,0.000148966684677787,3.36805699403606,1.694631232807e-05,3.4911497790182,1.33778292288333e-06,6.5,210,7,"hr",4.87021441534083,"2","Henrich et al. (2023)","Schorfheide-Chorin","Lepus europaeus","Bushnell","119876","Germany",0.65,3.81643,2018,15,NA,"Leporidae","Lepus","Rodentia","europaeus",NA
"26","Raccoon S-C Henrich23","Henrich23",6.2578137113383,0.000771646777046775,4.87209315750246,0.000302397230200424,5.13847814694102,0.00154749165262169,11,3321,12,"unif",5.13847814694102,"2","Henrich et al. (2023)","Schorfheide-Chorin","Procyon lotor","Bushnell","119876","Germany",0.65,6.37372,2018,15,NA,"Procyonidae","Procyon","Carnivora","lotor",NA
"27","Water rail S-C Henrich23","Henrich23",4.52015420838943,1.42451264717458e-06,2.65654163299859,4.33168343638712e-06,3.53840641361551,7.98450220051983e-07,7.5,199,8,"hn",2.65654163299859,"2","Henrich et al. (2023)","Schorfheide-Chorin","Rallus aquaticus","Bushnell","119876","Germany",0.65,0.11,2018,15,NA,"Rallidae","Rallus","Aves","aquaticus",NA
"28","Red fox S-C Henrich23","Henrich23",4.35473940564135,4.82900243792272e-07,3.73922204267996,4.4759938242489e-06,4.61214284880195,0.00140201795523731,11,530,12,"unif",4.61214284880195,"2","Henrich et al. (2023)","Schorfheide-Chorin","Vulpes vulpes","Bushnell","119876","Germany",0.65,4.82036,2018,15,NA,"Canidae","Vulpes","Carnivora","vulpes",NA
"29","Roe deer S-C Henrich23","Henrich23",6.17283381286895,0.142345385365684,5.29805982884527,0.0958866836088568,6.1965566743231,0.295555030109653,13,29819,15,"unif",6.1965566743231,"2","Henrich et al. (2023)","Schorfheide-Chorin","Capreolus capreolus","Bushnell","119876","Germany",0.65,22.50201,2018,15,NA,"Cervidae","Capreolus","Ungulata","capreolus",NA
"30","Wild boar S-C Henrich23","Henrich23",5.55838631214481,0.0751381953728527,5.55756963741428,0.0957700697033376,5.67571779147099,0.108254864076872,11,26958,12,"unif",5.67571779147099,"2","Henrich et al. (2023)","Schorfheide-Chorin","Sus scrofa","Bushnell","119876","Germany",0.65,84.47154,2018,15,NA,"Suidae","Sus","Ungulata","scrofa",NA
"31","Red deer BFNP Henrich23","Henrich23",7.8833003555124,0.435635424677584,7.89079168035338,0.243884351523556,7.40938420027525,0.603953598626969,14.44501958,385,14.5,"unif",7.40938420027525,"2","Henrich et al. (2023)","Bavarian Forest National Park","Cervus elaphus","Cuddeback","C2","Germany",0.65,240.86713,2018,14.5,NA,"Cervidae","Cervus","Ungulata","elaphus",NA
"32","Roe deer BFNP Henrich23","Henrich23",8.44578076665199,0.503958220358428,7.6308382146494,0.235259152596591,7.30547682979607,0.246975422205279,12.6,121,13.5,"hr",8.44578076665199,"2","Henrich et al. (2023)","Bavarian Forest National Park","Capreolus capreolus","Cuddeback","C2","Germany",0.65,22.50201,2018,14.5,NA,"Cervidae","Capreolus","Ungulata","capreolus",NA
"33","Maxwell's duiker Houa22","Houa22",6.54640741665443,0.0285151922443788,5.49783483597971,0.0178222576407887,6.15000070267691,0.0255587390413967,13.5,13192,15,"hr",6.54640741665443,"2","Houa et al. (2022)","Houa22","Philantomba maxwellii","Bushnell","119877","Cote d'Ivoire",0.5,8.55769,2019,15,NA,"Bovidae","Philantomba","Ungulata","maxwellii",NA
"34","Jentink's duiker Houa22","Houa22",6.82819491106405,1.86343392369892e-05,5.90645250346471,9.43209037074233e-06,5.94163132576644,2.06206704864709e-05,13.5,2450,15,"unif",5.94163132576644,"2","Houa et al. (2022)","Houa22","Cephalophus jentinki","Bushnell","119877","Cote d'Ivoire",0.5,68.48954,2019,15,NA,"Bovidae","Cephalophus","Ungulata","jentinki",NA
"35","Pygmy hippopotamus Houa22","Houa22",5.177944580103,1.353662545589e-05,5.91031706294415,7.36399156986423e-07,6.71826546286948,0.00198684047737674,13.5,1217,15,"unif",6.71826546286948,"2","Houa et al. (2022)","Houa22","Hexaprotodon liberiensis","Bushnell","119877","Cote d'Ivoire",0.5,235.00116,2019,15,NA,"Hippopotamidae","Choeropsis","Ungulata","liberiensis",NA
"36","Chimpanzee Houa22","Houa22",8.66096777565393,8.14113512297432e-05,8.24662501388119,9.9514998581629e-05,7.86017714036907,0.000166647162834321,13.5,2421,15,"unif",7.86017714036907,"2","Houa et al. (2022)","Houa22","Pan troglodytes","Bushnell","119877","Cote d'Ivoire",0.5,45,2019,15,NA,"Hominidae","Pan","Primates","troglodytes",NA
"37","Hedgehog Mixed Lee25","Lee25",1.78171054520564,0.438564333333668,2.0482117215502,0.00939908649374277,2.12865714664059,0.00187051788264958,5,340,5,"hr",1.78171054520564,"300","Lee et al. (2025)","Mixed","Erinaceus europaeus","Bushnell","119837","UK",0.3,0.77795,2018,5,NA,"Erinaceidae","Erinaceus","Rodentia","europaeus",NA
"38","Hedgehog Arable Lee25","Lee25",2.21824714137354,0.466387730780906,1.89564456270684,0.465522882431981,2.1200262465559,0.0508645354968889,4,113,5,"hr",2.21824714137354,"300","Lee et al. (2025)","Arable","Erinaceus europaeus","Bushnell","119837","UK",0.3,0.77795,2018,5,NA,"Erinaceidae","Erinaceus","Rodentia","europaeus",NA
"39","Hedgehog Pasture Lee25","Lee25",1.78967886463982,0.818848915794218,2.16428535526596,0.0308088257406002,2.20505023822548,0.021425552075803,5,114,5,"hr",1.78967886463982,"300","Lee et al. (2025)","Pasture","Erinaceus europaeus","Bushnell","119837","UK",0.3,0.77795,2018,5,NA,"Erinaceidae","Erinaceus","Rodentia","europaeus",NA
"40","Dog-suburbs Li23","Li23",1.75859966282074,0.103301615930129,2.79770288662199,0.0211832048576582,2.26838764647065,0.0708377087834042,4,106,4,"hr",1.75859966282074,"3","Li et al. (2023)","suburbs","Canis lupus","H881","H881","China",0.45,31.75651,2021,4,NA,"Canidae","Canis","Carnivora","lupus",NA
"41","Dog-exurban Li23","Li23",2.22308684150821,0.273028858990308,2.28875463451425,0.199964650313294,2.39192462616642,0.144771496264346,4,87,4,"hr",2.22308684150821,"3","Li et al. (2023)","exurban","Canis lupus","H881","H881","China",0.45,31.75651,2021,4,NA,"Canidae","Canis","Carnivora","lupus",NA
"42","Dog-urban Li23","Li23",1.62945334911579,0.0716242292355803,2.42969606838965,0.000251482338036069,2.06949737563682,0.0070127846033099,4,121,4,"hr",1.62945334911579,"3","Li et al. (2023)","urban","Canis lupus","H881","H881","China",0.45,31.75651,2021,4,NA,"Canidae","Canis","Carnivora","lupus",NA
"43","Cat-suburbs Li23","Li23",1.85678317214057,0.192102359000306,2.07102062636918,0.00554691803143459,1.88459917108531,0.0806711511899317,4,173,4,"hr",1.85678317214057,"3","Li et al. (2023)","suburbs","Felis silvestris","H881","H881","China",0.45,4.57308,2021,4,NA,"Felidae","Felis","Carnivora","silvestris",NA
"44","Cat-urban Li23","Li23",1.80508578305709,0.000296140767844566,2.08573653562792,9.42213077725906e-05,1.90370674225064,0.000165198785320619,4,426,4,"hr",1.80508578305709,"3","Li et al. (2023)","urban","Felis silvestris","H881","H881","China",0.45,4.57308,2021,4,NA,"Felidae","Felis","Carnivora","silvestris",NA
"45","Siberian weasel-urban Li23","Li23",1.42003841984108,0.134118919232235,1.91427394241168,0.107880745044228,1.91167333626233,0.114489603317389,4,126,4,"hr",1.42003841984108,"3","Li et al. (2023)","urban","Mustela sibirica","H881","H881","China",0.45,0.53085,2021,4,NA,"Mustelidae","Mustela","Carnivora","sibirica",NA
"46","Siberian weasel-exurban Li23","Li23",1.66551247119051,0.0434527312809625,1.67936702850349,0.0100635057380275,1.72928257127564,0.00617745283778681,4,118,4,"hr",1.66551247119051,"3","Li et al. (2023)","exurban","Mustela sibirica","H881","H881","China",0.45,0.53085,2021,4,NA,"Mustelidae","Mustela","Carnivora","sibirica",NA
"47","Amur hedgehog-suburbs Li23","Li23",2.86029199809205,7.68233022360176e-05,2.37110025923096,1.52180220813758e-05,2.67645613132782,4.47074329541497e-05,4,733,4,"hr",2.86029199809205,"3","Li et al. (2023)","suburbs","Erinaceus amurensis","H881","H881","China",0.45,0.72197,2021,4,NA,"Erinaceidae","Erinaceus","Rodentia","amurensis",NA
"48","Amur hedgehog-urban Li23","Li23",2.26592164440668,0.0428741324671217,2.12548270379119,0.0658941030138368,2.12086057983383,0.0638091741423346,4,408,4,"hn",2.12548270379119,"3","Li et al. (2023)","urban","Erinaceus amurensis","H881","H881","China",0.45,0.72197,2021,4,NA,"Erinaceidae","Erinaceus","Rodentia","amurensis",NA
"49","Amur hedgehog-exurban Li23","Li23",1.49600320136792,0.000219979335841392,1.36726262337116,9.09584934460916e-06,1.60295518473548,2.5672108371122e-05,4,322,4,"hr",1.49600320136792,"3","Li et al. (2023)","exurban","Erinaceus amurensis","H881","H881","China",0.45,0.72197,2021,4,NA,"Erinaceidae","Erinaceus","Rodentia","amurensis",NA
"50","Tolai hare-suburbs Li23","Li23",1.44706195385509,0.0436386061923745,2.53957040137605,0.000375904970987162,2.2146384365365,0.00582067521702379,4,232,4,"hr",1.44706195385509,"3","Li et al. (2023)","suburbs","Lepus tolai","H881","H881","China",0.45,1.589,2021,4,NA,"Leporidae","Lepus","Rodentia","tolai",NA
"51","Tolai hare-exurban Li23","Li23",2.11309561000849,0.0178592682017686,2.41461460903233,0.000734561195663286,2.22252429552201,0.00612964787891401,4,367,4,"hr",2.11309561000849,"3","Li et al. (2023)","exurban","Lepus tolai","H881","H881","China",0.45,1.589,2021,4,NA,"Leporidae","Lepus","Rodentia","tolai",NA
"52","Brown hyena_McKaughan_survey1 McKaughan2023","McKaughan2023",10.6930543157652,0.0621029468117164,9.69558752928132,0.000750521485735289,9.22700204157173,0.000411470416177617,17,816,17,"hr",10.6930543157652,"0.5","McKaughan, Stephens & Hill (2023)","McKaughan_survey1 ","Hyaena brunnea","Browning","Strike Force HD Pro","South Africa",0.7,42.97793,2019,26,NA,"Hyaenidae","Hyaena","Carnivora","brunnea",NA
"53","African civet_McKaughan_survey1 McKaughan2023","McKaughan2023",11.5620846963587,0.00150431990103728,11.3871334609206,0.000404124976417841,9.94749945049706,3.41306702422717e-06,21,678,21,"hr",11.5620846963587,"0.5","McKaughan, Stephens & Hill (2023)","McKaughan_survey1 ","Civettictis civetta","Browning","Strike Force HD Pro","South Africa",0.7,12.07558,2019,26,NA,"Viverridae","Civettictis","Carnivora","civetta",NA
"54","Black-backed jackal_McKaughan_survey1 McKaughan2023","McKaughan2023",12.6146078228498,4.77622365975261e-05,11.6992787189735,0.00264391793002949,11.0854736049743,0.00526810075752571,21,3176,21,"unif",11.0854736049743,"0.5","McKaughan, Stephens & Hill (2023)","McKaughan_survey1 ","Canis mesomelas","Browning","Strike Force HD Pro","South Africa",0.7,8.2473,2019,26,NA,"Canidae","Canis","Carnivora","mesomelas",NA
"55","Caracal_McKaughan_survey1 McKaughan2023","McKaughan2023",12.6657992973273,0.493972599379157,9.96220550553,0.137607413044067,9.51946288948744,0.0461283795892984,23,78,23,"hr",12.6657992973273,"0.5","McKaughan, Stephens & Hill (2023)","McKaughan_survey2","Caracal caracal","Browning","Strike Force HD Pro","South Africa",0.7,11.96438,2019,23,NA,"Felidae","Caracal","Carnivora","caracal",NA
"56","Leopard_McKaughan_survey1 McKaughan2023","McKaughan2023",9.53443200502586,0.228687731782836,9.28712048921149,0.213694027853779,8.86571003777766,0.113030599952964,17,140,20,"hr",9.53443200502586,"0.5","McKaughan, Stephens & Hill (2023)","McKaughan_survey1 ","Panthera pardus","Browning","Strike Force HD Pro","South Africa",0.7,52.39999,2019,26,NA,"Felidae","Panthera","Carnivora","pardus",NA
"57","Brown hyena_McKaughan_survey2 McKaughan2023","McKaughan2023",5.72196994458436,0.0233775424390502,11.6850999791768,0.00724618745245442,11.7602998709379,0.00750165983569573,26,381,26,"hr",5.72196994458436,"0.5","McKaughan, Stephens & Hill (2023)","McKaughan_survey1 ","Hyaena brunnea","Browning","Strike Force HD Pro","South Africa",0.7,42.97793,2019,26,NA,"Hyaenidae","Hyaena","Carnivora","brunnea",NA
"58","African civet_McKaughan_survey2 McKaughan2023","McKaughan2023",9.78579162000341,0.425190768729082,9.08291390339526,0.366088610508573,10.1464673589182,0.145016726792182,18,65,18,"hr",9.78579162000341,"0.5","McKaughan, Stephens & Hill (2023)","McKaughan_survey2","Civettictis civetta","Browning","Strike Force HD Pro","South Africa",0.7,12.07558,2019,23,NA,"Viverridae","Civettictis","Carnivora","civetta",NA
"59","Black-backed jackal_McKaughan_survey2 McKaughan2023","McKaughan2023",9.5998078091536,0.00152923514449332,9.48939787942329,0.000154302975080789,8.81535714731871,1.66005067828712e-05,19,972,20,"hr",9.5998078091536,"0.5","McKaughan, Stephens & Hill (2023)","McKaughan_survey2","Canis mesomelas","Browning","Strike Force HD Pro","South Africa",0.7,8.2473,2019,23,NA,"Canidae","Canis","Carnivora","mesomelas",NA
"60","Badger Miles24","Miles24",3.81769078738761,0.916661534849494,3.1286312891954,0.59278882066085,3.40237358653988,0.596529041602643,6.471034385,61,8,"hr",3.81769078738761,"contact","Miles et al. (2024)","SiteABCDEF","Meles meles","Browning","Strike Force HD Pro","UK",0.35,11.88403,2019,8,NA,"Mustelidae","Meles","Carnivora","meles",NA
"61","A_RD_REM Palencia21","Palencia21",8.2726834714723,0.537919489486377,6.70828145876613,0.0603872261945239,8.3294231122908,5.04406754031628e-07,18,206,20,"hr",8.2726834714723,"contact","Palencia et al. (2021)","Palencia2021SiteA","Cervus elaphus","Bushnell","Aggressor Trophy Cam","Spain",0.45,240.86713,2018,20,NA,"Cervidae","Cervus","Ungulata","elaphus",NA
"62","A_WB_REM Palencia21","Palencia21",5.53133756648482,0.131325691452023,4.33439078989217,0.671920227615242,8.26207348039397,0.00143833842552521,15,196,20,"hn",4.33439078989217,"contact","Palencia et al. (2021)","Palencia2021SiteA","Sus scrofa","Bushnell","Aggressor Trophy Cam","Spain",0.45,84.47154,2018,20,NA,"Suidae","Sus","Ungulata","scrofa",NA
"63","A_RF_REM Palencia21","Palencia21",4.48404998017235,0.314106944360463,4.04762348359344,0.104905935561441,8.02245627012637,0.0161849436595004,12,213,20,"hr",4.48404998017235,"contact","Palencia et al. (2021)","Palencia2021SiteA","Vulpes vulpes","Bushnell","Aggressor Trophy Cam","Spain",0.45,4.82036,2018,20,NA,"Canidae","Vulpes","Carnivora","vulpes",NA
"64","B_RD_REM Palencia21","Palencia21",8.22868136451533,4.75965318635918e-06,6.40731703716052,0.168179053371893,8.86376635837954,0.00655043124031096,10,261,20,"hn",6.40731703716052,"contact","Palencia et al. (2021)","Palencia2021SiteB","Cervus elaphus","Bushnell","Aggressor Trophy Cam","Spain",0.45,240.86713,2018,20,NA,"Cervidae","Cervus","Ungulata","elaphus",NA
"65","B_WB_REM Palencia21","Palencia21",5.67111962894925,0.485200363022498,6.17647383557776,0.00845045346013951,8.28271660792151,0.000918600390464874,18,241,20,"hr",5.67111962894925,"contact","Palencia et al. (2021)","Palencia2021SiteB","Sus scrofa","Bushnell","Aggressor Trophy Cam","Spain",0.45,84.47154,2018,20,NA,"Suidae","Sus","Ungulata","scrofa",NA
"66","B_RF_REM Palencia21","Palencia21",5.79477186502878,0.207437089600307,4.83202697759144,0.201542577196743,8.02245760018774,0.00114481424052471,13,135,20,"hr",5.79477186502878,"contact","Palencia et al. (2021)","Palencia2021SiteB","Vulpes vulpes","Bushnell","Aggressor Trophy Cam","Spain",0.45,4.82036,2018,20,NA,"Canidae","Vulpes","Carnivora","vulpes",NA
"67","A-FallowDeer Palencia22","Palencia22",9.12532072414995,0.74172566413703,7.90284085305636,0.135268713046987,8.26206688925382,0.116787198652957,12,58,20,"hr",9.12532072414995,"contact","Palencia et al. (2022)","Palencia2022SiteA","Dama dama","Bushnell","Aggressor Trophy Cam","Spain",0.5,57.22461,2018,20,NA,"Cervidae","Dama","Ungulata","dama",NA
"68","A-WildBoar Palencia22","Palencia22",8.08549573070639,0.00844012051530119,4.84717007623287,0.175492991892576,8.20170782894027,0.00175137982695228,15,432,20,"hn",4.84717007623287,"contact","Palencia et al. (2022)","Palencia2022SiteA","Sus scrofa","Bushnell","Aggressor Trophy Cam","Spain",0.5,84.47154,2018,20,NA,"Suidae","Sus","Ungulata","scrofa",NA
"69","B-IberianHare Palencia22","Palencia22",6.09480799331617,0.939175717203778,4.95565123285029,0.926274359574127,7.72978103544604,3.31651549173584e-05,9,88,20,"hr",6.09480799331617,"contact","Palencia et al. (2022)","Palencia2022SiteB","Lepus granatensis","Browning","Strike Force HD Pro X","Spain",0.2,2.32394,2018,20,NA,"Leporidae","Lepus","Rodentia","granatensis",NA
"70","B-RoeDeer Palencia22","Palencia22",5.88351733316382,0.623390566931871,5.12621609146959,0.925170689325266,8.86095771338001,0.00022514713992372,12,80,20,"hn",5.12621609146959,"contact","Palencia et al. (2022)","Palencia2022SiteB","Capreolus capreolus","Bushnell","Aggressor Trophy Cam","Spain",0.5,22.50201,2018,20,NA,"Cervidae","Capreolus","Ungulata","capreolus",NA
"71","B-RedDeer Palencia22","Palencia22",6.12392754101209,0.724123612257294,4.74320819335629,0.166620234498713,7.72978158641515,0.00238397323264805,12,337,20,"hr",6.12392754101209,"contact","Palencia et al. (2022)","Palencia2022SiteB","Cervus elaphus","Bushnell","Aggressor Trophy Cam","Spain",1.4,240.86713,2018,20,NA,"Cervidae","Cervus","Ungulata","elaphus",NA
"72","C-RedDeer Palencia22","Palencia22",3.56346231745442,0.184125061890646,2.59187037425539,0.354391077439405,8.20170647660814,0.00776505041597664,7,69,20,"hn",2.59187037425539,"contact","Palencia et al. (2022)","Palencia2022SiteC","Cervus elaphus","Little Acorn","5310 Series","Spain",0.5,240.86713,2018,20,NA,"Cervidae","Cervus","Ungulata","elaphus",NA
"73","D-RedDeer Palencia22","Palencia22",4.50826812745766,0.0550616819833932,4.44732172610083,0.0262934412521005,8.26206717192095,0.0340572330930918,8.2,191,20,"hr",4.50826812745766,"contact","Palencia et al. (2022)","Palencia2022SiteD","Cervus elaphus","Little Acorn","5310 Series","Spain",0.5,240.86713,2018,20,NA,"Cervidae","Cervus","Ungulata","elaphus",NA
"74","F-WildBoar1 Palencia22","Palencia22",3.17124148599893,0.230560243751879,3.01610106625315,0.137023404736867,8.26207614225916,0.00679070914578705,8,67,20,"hr",3.17124148599893,"contact","Palencia et al. (2022)","Palencia2022SiteF","Sus scrofa","Little Acorn","5313 Series","Spain",0.5,84.47154,2018,20,NA,"Suidae","Sus","Ungulata","scrofa",NA
"75","Crested porcupine Palencia24","Palencia24",5.12810517851076,0.899043685380992,4.58478896785376,0.366993557428288,4.5552092038588,0.30069776388159,6.99,218,7,"hr",5.12810517851076,"0.73","Palencia et al. (2024)","Palencia24","Hystrix cristata","Browning","Strike Force HD X Pro","Italy",0.5,13.40627,2022,7,NA,"Hystricidae","Hystrix","Rodentia","cristata",NA
